State,ST_CEN_CD,District,DT_CEN_CD,Category,Indicator,NFHS 5,NFHS 4,DISTRICT,Dist_name
Jharkhand,20,Godda,6,Quality of Family Planning Services,Health worker ever talked to female non-users about family planning (%),34.3,21.2,Godda_6,Godda
Jharkhand,20,Godda,6,Quality of Family Planning Services,Current users ever told about side effects of current method (%),56.7,37.7,Godda_6,Godda
Jharkhand,20,Godda,6,Maternal and Child Health,Mothers who had an antenatal checkup in the first trimester (%),63.1,56,Godda_6,Godda
Jharkhand,20,Godda,6,Maternal and Child Health,Mothers who had at least 4 antenatal care visits (%),39.2,28.8,Godda_6,Godda
Jharkhand,20,Godda,6,Maternal and Child Health,Mothers whose last birth was protected against neonatal tetanus (%),95.7,93.8,Godda_6,Godda
Jharkhand,20,Godda,6,Maternal and Child Health,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),16.7,8.8,Godda_6,Godda
Jharkhand,20,Godda,6,Maternal and Child Health,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),10.4,2.3,Godda_6,Godda
Jharkhand,20,Godda,6,Maternal and Child Health,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.4,89.7,Godda_6,Godda
Jharkhand,20,Godda,6,Maternal and Child Health,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),67.9,45.2,Godda_6,Godda
Jharkhand,20,Godda,6,Maternal and Child Health,Average out-of-pocket expenditure per delivery in a public health facility (Rs),1463,1120,Godda_6,Godda
Jharkhand,20,Godda,6,Maternal and Child Health,Children born at home who were taken to a health facility for a checkup within 24 hours of birth (%),5.5,0.8,Godda_6,Godda
Jharkhand,20,Godda,6,Maternal and Child Health,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),66.8,0,Godda_6,Godda
Jharkhand,20,Godda,6,Delivery Care,Institutional births (%),70.2,57.5,Godda_6,Godda
Jharkhand,20,Godda,6,Delivery Care,Institutional births in public facility (%),63.6,50.6,Godda_6,Godda
Jharkhand,20,Godda,6,Delivery Care,Home births that were conducted by skilled health personnel (%),13.8,8.7,Godda_6,Godda
Jharkhand,20,Godda,6,Delivery Care,Births attended by skilled health personnel (%),83.3,66,Godda_6,Godda
Jharkhand,20,Godda,6,Delivery Care,Births delivered by caesarean section (%),4.7,4.9,Godda_6,Godda
Jharkhand,20,Godda,6,Delivery Care,Births in a private health facility that were delivered by caesarean section (%),37.7,34.1,Godda_6,Godda
Jharkhand,20,Godda,6,Delivery Care,Births in a public health facility that were delivered by caesarean section (%),3.5,5,Godda_6,Godda
Jharkhand,20,Godda,6,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),63.9,60.1,Godda_6,Godda
Jharkhand,20,Godda,6,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),71,54.8,Godda_6,Godda
Jharkhand,20,Godda,6,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received BCG (%),90.7,93.4,Godda_6,Godda
Jharkhand,20,Godda,6,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of polio vaccine (%),69.8,75.4,Godda_6,Godda
Jharkhand,20,Godda,6,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.4,87.4,Godda_6,Godda
Jharkhand,20,Godda,6,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received the first dose of measlescontaining vaccine (MCV) (%),86.8,79.4,Godda_6,Godda
Jharkhand,20,Godda,6,Child Vaccinations and Vitamin A Supplementation,Children age 24-35 months who have received a second dose of measlescontaining vaccine (MCV) (%),24.4,0,Godda_6,Godda
Jharkhand,20,Godda,6,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),56.2,0,Godda_6,Godda
Jharkhand,20,Godda,6,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),82.6,57.4,Godda_6,Godda
Jharkhand,20,Godda,6,Child Vaccinations and Vitamin A Supplementation,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),62.9,51,Godda_6,Godda
Jharkhand,20,Godda,6,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100,98.4,Godda_6,Godda
Jharkhand,20,Godda,6,Treatment of Childhood Diseases,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0,1.6,Godda_6,Godda
Jharkhand,20,Godda,6,Treatment of Childhood Diseases,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.8,6.1,Godda_6,Godda
Jharkhand,20,Godda,6,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),59.9,42,Godda_6,Godda
Jharkhand,20,Godda,6,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),18.1,11.6,Godda_6,Godda
Jharkhand,20,Godda,6,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),43.7,72.2,Godda_6,Godda
Jharkhand,20,Godda,6,Treatment of Childhood Diseases,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.2,4.8,Godda_6,Godda
Jharkhand,20,Godda,6,Treatment of Childhood Diseases,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),49,81.2,Godda_6,Godda
Jharkhand,20,Godda,6,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth (%),17.2,40.6,Godda_6,Godda
Jharkhand,20,Godda,6,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed (%),71.1,79.6,Godda_6,Godda
Jharkhand,20,Godda,6,Child Feeding Practices and Nutritional Status of Children,Children age 6-8 months receiving solid or semisolid food and breastmilk (%),0,0,Godda_6,Godda
Jharkhand,20,Godda,6,Child Feeding Practices and Nutritional Status of Children,Breastfeeding children age 6-23 months receiving an adequate diet (%),8.3,6.6,Godda_6,Godda
Jharkhand,20,Godda,6,Child Feeding Practices and Nutritional Status of Children,Nonbreastfeeding children age 6-23 months receiving an adequate diet (%),0,0,Godda_6,Godda
Jharkhand,20,Godda,6,Child Feeding Practices and Nutritional Status of Children,Total children age 6-23 months receiving an adequate diet (%),7.6,6.3,Godda_6,Godda
Jharkhand,20,Godda,6,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (height for age) (%),39.4,54,Godda_6,Godda
Jharkhand,20,Godda,6,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weight for height) (%),24.5,24.8,Godda_6,Godda
Jharkhand,20,Godda,6,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weight for height) (%),11.2,10.6,Godda_6,Godda
Jharkhand,20,Godda,6,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weight for age) (%),40.7,46,Godda_6,Godda
Jharkhand,20,Godda,6,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weight fo rheight)20 (%),4.7,0.5,Godda_6,Godda
Jharkhand,20,Godda,6,Nutritional Status of Women,Women whose Body Mass Index (BMI) is below normal (BMI <18),23.6,35.6,Godda_6,Godda
Jharkhand,20,Godda,6,Nutritional Status of Women,Women who are overweight or obese,10.7,6.9,Godda_6,Godda
Jharkhand,20,Godda,6,Nutritional Status of Women,Women who have high risk waisttohip ratio,59.4,0,Godda_6,Godda
Jharkhand,20,Godda,6,Anaemia among Children and Women,Children age 6-59 months who are anaemic ,75.1,80.7,Godda_6,Godda
Jharkhand,20,Godda,6,Anaemia among Children and Women,Nonpregnant women age 15-49 years who are anaemic ,66.3,72.1,Godda_6,Godda
Jharkhand,20,Godda,6,Anaemia among Children and Women,Pregnant women age 15-49 years who are anaemic,65.2,60.4,Godda_6,Godda
Jharkhand,20,Godda,6,Anaemia among Children and Women,All women age 15-49 years who are anaemic (%),66.3,71.6,Godda_6,Godda
Jharkhand,20,Godda,6,Anaemia among Children and Women,All women age 15-19 years who are anaemic (%),62,73.6,Godda_6,Godda
Jharkhand,20,Godda,6,Blood Sugar Level among women,Female Blood sugar level  high (141-160 mg/dl) (%),6.7,0,Godda_6,Godda
Jharkhand,20,Godda,6,Blood Sugar Level among women,Female Blood sugar level  very high (>160 mg/dl) (%),5.9,0,Godda_6,Godda
Jharkhand,20,Godda,6,Blood Sugar Level among women,Female Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.2,0,Godda_6,Godda
Jharkhand,20,Godda,6,Blood Sugar Level among men,Male Blood sugar level  high (141-160 mg/dl) (%),7.1,0,Godda_6,Godda
Jharkhand,20,Godda,6,Blood Sugar Level among men,Male Blood sugar level  very high (>160 mg/dl) (%),8.7,0,Godda_6,Godda
Jharkhand,20,Godda,6,Blood Sugar Level among men,Male Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.1,0,Godda_6,Godda
Jharkhand,20,Godda,6,Hypertension among women,Female Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.4,0,Godda_6,Godda
Jharkhand,20,Godda,6,Hypertension among women,Female Moderately or severely elevated blood pressure (%),5.1,0,Godda_6,Godda
Jharkhand,20,Godda,6,Hypertension among women,Female Elevated blood pressure or taking medicine to control blood pressure (%),18.6,0,Godda_6,Godda
Jharkhand,20,Godda,6,Hypertension among men,Male Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14,0,Godda_6,Godda
Jharkhand,20,Godda,6,Hypertension among men,Male Moderately or severely elevated blood pressure (%),4.9,0,Godda_6,Godda
Jharkhand,20,Godda,6,Hypertension among men,Male Elevated blood pressure or taking medicine to control blood pressure (%),20.2,0,Godda_6,Godda
Jharkhand,20,Godda,6,Screening for Cancer among Women,Ever undergone a screening test for cervical cancer (%),0.5,0,Godda_6,Godda
Jharkhand,20,Godda,6,Screening for Cancer among Women,Ever undergone a breast examination for breast cancer (%),0,0,Godda_6,Godda
Jharkhand,20,Godda,6,Screening for Cancer among Women,Ever undergone an oral cavity examination for oral cancer (%),0.5,0,Godda_6,Godda
Jharkhand,20,Godda,6,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who use any kind of tobacco (%),2.7,0,Godda_6,Godda
Jharkhand,20,Godda,6,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who use any kind of tobacco (%),45.1,0,Godda_6,Godda
Jharkhand,20,Godda,6,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who consume alcohol (%),3.3,0,Godda_6,Godda
Jharkhand,20,Godda,6,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who consume alcohol (%),34.2,0,Godda_6,Godda
Jharkhand,20,Gumla,21,Population and Household Profile,Female population age 6 years and above who ever attended school (%),65.1,65.9,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Population and Household Profile,Population below age 15 years (%),30.7,36,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Population and Household Profile,"Sex ratio of the total population (females per 1,000 males)",1024,1067,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Population and Household Profile,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1028,1007,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Population and Household Profile,Children under age 5 years whose birth was registered with the civil authority (%),77.7,59.4,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Population and Household Profile,Deaths in the last 3 years registered with the civil authority (%),34.7,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Population and Household Profile,Population living in households with electricity (%),89.1,78.4,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Population and Household Profile,Population living in households with an improved drinkingwater source (%),75.2,47.3,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Population and Household Profile,Population living in households that use an improved sanitation facility (%),50.1,16.8,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Population and Household Profile,Households using clean fuel for cooking (%),19.1,10.6,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Population and Household Profile,Households using iodized salt (%),97.7,98.6,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Population and Household Profile,Households with any usual member covered under a health insurance/financing scheme (%),51.7,26.3,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Population and Household Profile,Children age 5 years who attended preprimary school during the school year 2019-20 (%),0,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Characteristics of Women,Women who are literate (%),63.7,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Characteristics of Women,Women with 10 or more years of schooling (%),33.3,28.9,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Marriage and Fertility,Women age 2024 years married before age 18 years (%),20.9,24,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Marriage and Fertility,Births in the 5 years preceding the survey that are third or higher order (%),1.8,0.5,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Marriage and Fertility,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),7.2,10,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Marriage and Fertility,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),75.6,56.1,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Current Use of Family Planning Methods,Any method (%),52.7,26,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Current Use of Family Planning Methods,Any modern method (%),45,22.8,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Current Use of Family Planning Methods,Female sterilization (%),30.7,15.7,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Current Use of Family Planning Methods,Male sterilization (%),0.1,0.5,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Current Use of Family Planning Methods,IUD/PPIUD (%),2.1,2.1,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Current Use of Family Planning Methods,Pill (%),2.8,2.9,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Current Use of Family Planning Methods,Condom (%),4,1.7,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Current Use of Family Planning Methods,Injectables (%),1.9,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Unmet Need for Family Planning,Total unmet need (%),14.9,25,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Unmet Need for Family Planning,Unmet need for spacing (%),7.9,10.8,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Quality of Family Planning Services,Health worker ever talked to female non-users about family planning (%),38.8,26.9,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Quality of Family Planning Services,Current users ever told about side effects of current method (%),61.6,40.2,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Maternal and Child Health,Mothers who had an antenatal checkup in the first trimester (%),81.5,45.8,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Maternal and Child Health,Mothers who had at least 4 antenatal care visits (%),49.3,24.4,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Maternal and Child Health,Mothers whose last birth was protected against neonatal tetanus (%),96.1,88.4,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Maternal and Child Health,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),47.8,19.8,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Maternal and Child Health,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),22.7,4.9,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Maternal and Child Health,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.9,83.7,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Maternal and Child Health,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),82.4,43.2,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Maternal and Child Health,Average out-of-pocket expenditure per delivery in a public health facility (Rs),1124,1003,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Maternal and Child Health,Children born at home who were taken to a health facility for a checkup within 24 hours of birth (%),11.3,4.4,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Maternal and Child Health,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),78.4,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Delivery Care,Institutional births (%),83.8,69.3,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Delivery Care,Institutional births in public facility (%),80.3,61.1,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Delivery Care,Home births that were conducted by skilled health personnel (%),6.7,5.7,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Delivery Care,Births attended by skilled health personnel (%),90.2,74.2,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Delivery Care,Births delivered by caesarean section (%),7.7,7.2,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Delivery Care,Births in a private health facility that were delivered by caesarean section (%),0,49.6,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Delivery Care,Births in a public health facility that were delivered by caesarean section (%),6.8,5.2,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),85.3,58.8,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),86.2,80.9,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received BCG (%),97.8,93.1,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of polio vaccine (%),86.4,70.4,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),95.3,75.8,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received the first dose of measlescontaining vaccine (MCV) (%),95.3,83.5,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Vaccinations and Vitamin A Supplementation,Children age 24-35 months who have received a second dose of measlescontaining vaccine (MCV) (%),40.5,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),90.8,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),95.3,47,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Vaccinations and Vitamin A Supplementation,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),84.4,70.1,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.9,98.8,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Treatment of Childhood Diseases,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.1,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Treatment of Childhood Diseases,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.1,10.1,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),0,45.6,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),0,21.3,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),0,49.4,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Treatment of Childhood Diseases,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3,1.4,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Treatment of Childhood Diseases,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),71.4,57,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth (%),21.8,31.7,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed (%),73.8,53.1,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Feeding Practices and Nutritional Status of Children,Children age 6-8 months receiving solid or semisolid food and breastmilk (%),0,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Feeding Practices and Nutritional Status of Children,Breastfeeding children age 6-23 months receiving an adequate diet (%),10.1,9.6,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Feeding Practices and Nutritional Status of Children,Nonbreastfeeding children age 6-23 months receiving an adequate diet (%),0,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Feeding Practices and Nutritional Status of Children,Total children age 6-23 months receiving an adequate diet (%),10.7,9.1,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (height for age) (%),40.2,45.8,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weight for height) (%),20.1,31.7,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weight for height) (%),8.7,10.9,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weight for age) (%),38.7,47.7,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weight fo rheight)20 (%),4.1,2.2,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Nutritional Status of Women,Women whose Body Mass Index (BMI) is below normal (BMI <18),25.2,27.5,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Nutritional Status of Women,Women who are overweight or obese,5.6,7.6,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Nutritional Status of Women,Women who have high risk waisttohip ratio,70.8,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Anaemia among Children and Women,Children age 6-59 months who are anaemic ,65.8,73.8,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Anaemia among Children and Women,Nonpregnant women age 15-49 years who are anaemic ,59.9,69.6,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Anaemia among Children and Women,Pregnant women age 15-49 years who are anaemic,44.7,70.5,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Anaemia among Children and Women,All women age 15-49 years who are anaemic (%),59.5,69.6,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Anaemia among Children and Women,All women age 15-19 years who are anaemic (%),61.3,68,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Blood Sugar Level among women,Female Blood sugar level  high (141-160 mg/dl) (%),6.3,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Blood Sugar Level among women,Female Blood sugar level  very high (>160 mg/dl) (%),2.4,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Blood Sugar Level among women,Female Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Blood Sugar Level among men,Male Blood sugar level  high (141-160 mg/dl) (%),8.3,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Blood Sugar Level among men,Male Blood sugar level  very high (>160 mg/dl) (%),2.6,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Blood Sugar Level among men,Male Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.6,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Hypertension among women,Female Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Hypertension among women,Female Moderately or severely elevated blood pressure (%),3.4,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Hypertension among women,Female Elevated blood pressure or taking medicine to control blood pressure (%),15.1,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Hypertension among men,Male Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.8,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Hypertension among men,Male Moderately or severely elevated blood pressure (%),4.6,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Hypertension among men,Male Elevated blood pressure or taking medicine to control blood pressure (%),19.9,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Screening for Cancer among Women,Ever undergone a screening test for cervical cancer (%),0.4,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Screening for Cancer among Women,Ever undergone a breast examination for breast cancer (%),0.2,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Screening for Cancer among Women,Ever undergone an oral cavity examination for oral cancer (%),0.2,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who use any kind of tobacco (%),14.8,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who use any kind of tobacco (%),55.5,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who consume alcohol (%),16.1,0,Gumla_21,Gumla
Jharkhand,20,Gumla,21,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who consume alcohol (%),53.1,0,Gumla_21,Gumla
Jharkhand,20,Hazaribagh,15,Population and Household Profile,Female population age 6 years and above who ever attended school (%),66.1,63.8,Hazaribagh_15,Hazaribagh
Jharkhand,20,Hazaribagh,15,Population and Household Profile,Population below age 15 years (%),32.6,33.2,Hazaribagh_15,Hazaribagh
Jharkhand,20,Hazaribagh,15,Population and Household Profile,"Sex ratio of the total population (females per 1,000 males)",1083,1004,Hazaribagh_15,Hazaribagh
Jharkhand,20,Hazaribagh,15,Population and Household Profile,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",856,862,Hazaribagh_15,Hazaribagh
Jharkhand,20,Hazaribagh,15,Population and Household Profile,Children under age 5 years whose birth was registered with the civil authority (%),75.4,79.7,Hazaribagh_15,Hazaribagh
Jharkhand,20,Hazaribagh,15,Population and Household Profile,Deaths in the last 3 years registered with the civil authority (%),31.8,0,Hazaribagh_15,Hazaribagh
Jharkhand,20,Hazaribagh,15,Population and Household Profile,Population living in households with electricity (%),98.2,97,Hazaribagh_15,Hazaribagh
Jharkhand,20,Hazaribagh,15,Population and Household Profile,Population living in households with an improved drinkingwater source (%),85.5,65.9,Hazaribagh_15,Hazaribagh
Jharkhand,20,Hazaribagh,15,Population and Household Profile,Population living in households that use an improved sanitation facility (%),55.6,28.5,Hazaribagh_15,Hazaribagh
Jharkhand,20,Hazaribagh,15,Population and Household Profile,Households using clean fuel for cooking (%),36.8,18,Hazaribagh_15,Hazaribagh
Jharkhand,20,Hazaribagh,15,Population and Household Profile,Households using iodized salt (%),95,98.3,Hazaribagh_15,Hazaribagh
Jharkhand,20,Hazaribagh,15,Population and Household Profile,Households with any usual member covered under a health insurance/financing scheme (%),55,18.8,Hazaribagh_15,Hazaribagh
Jharkhand,20,Hazaribagh,15,Population and Household Profile,Children age 5 years who attended preprimary school during the school year 2019-20 (%),9.4,0,Hazaribagh_15,Hazaribagh
Jharkhand,20,Hazaribagh,15,Characteristics of Women,Women who are literate (%),67.2,0,Hazaribagh_15,Hazaribagh
